user_name,rating,date,review
ZeltaH,1,2025-10-20 16:07:34,"very good game 5/5 stars, also cant wait for the next maintenance break, its so exciting to wait for a couple of hours every day to play for something as meaningful as a couple of buffs/nerfs even tho literally no other games have this feature! Thats why this game is so unique and i love it!"
Clarence Repoldo,1,2025-10-25 13:55:06,That games challenges are a gem wasting and it destroys you're mental health if you used the top 10 decks for the 20 win challenge and ended up losing more than winning and clash royale is the worst pay to win game with so much updates that made people angry and hated it in my opinion. Man what is wrong with supercell
Sara Cova,5,2025-10-29 08:59:57,"I really don't care if it is pay to win or no, but after the new update the game lost so much, there's no longer any incentive to play, no rewards after fights, no season shop, no chests, no daily tasks. It just sucks"
Piotr W,1,2025-10-24 00:00:49,"The game is extremely p2w to the point where if you don't pay you have no chance of winning, terrible balance (especially evolutions), bots 90% of games instead of real players, also bots are perfect counter to your deck so you cant win most of the time, bots have rigged elixir numbers, also the toxicity im this game is insane but that's a community issue"
Dusan Simonovic,1,2025-10-18 00:32:16,so this game was great for past 9 years there weren't pay to win things and yall updating game and putting pay to win things like champions in shop where everyone can buy them even tho if your in lower or higher arena I enjoyed this game when I start playing it but then yall add ptw things and I quit
Chan Kian leng,1,2025-10-20 14:44:22,"app server super lad very slow always hang..other app all working not my problems please fix it, getting worst now even cannot log in. you treat people saying out problems in this game rather than fix the problem, kids managing this apps??never send me code for verification what's this"
MaHaN gh,2,2025-10-21 21:26:25,"If you havent play this in more than 2 years, you basically cant beat players who buy play pass monthly. Its unbelievable that they somehow managed to make this a pay to win game!"
Britt Cornelissens,1,2025-11-04 17:18:20,after last update i cannot play anymore. i start a match and then it closes the app immediately. Tried clearing cache and deleting and downloading again. nothing works
Desirae McCloskey,4,2025-10-22 02:04:04,I love the game because of the way you have to play but pay to win is horrible i wished there would be a different mode for payy to win players. Multiple times i play i get boss bandit in arena 4 like how am i supposed to defend that.
mizu,1,2025-11-03 20:56:12,"I played this game for a long time as F2P, the progression was slow, but doable if you focused on only one deck (almost maxed mine). This update they removed all EWC from ladder and ranked, making it basically impossible to even max out 1 deck..."
Kayleigh,1,2025-10-20 21:23:36,it logged me out of my account and won't let me back in because of the update I have spent money on 2 pass royales and was on dragon spar please fiz this the update is finished and I can't get in because it is my broken phones email and I can't do my verification please let me get back in I have 7031 trophies
Matthew Cleave,1,2025-10-31 01:37:00,"rubbish game, all it does is match you with hard counter decks or overleveled people, it's a horrible experience and it's a waste of time. another thing is how mean people is, people practically say go cry and the game is a cashgrab..."
Wan23,1,2025-10-22 10:09:56,"good job supercell whatever update you pushed. now i could not retrieve my progress. game was reset and whenever i retrieve pin from my email, it is not accepted. time to say good bye after decade of playing this game"
Mia O'Brian,5,2025-10-23 06:04:16,"this is the most unfair and horrible garbage game I've ever played in my life, I have done horrors which shall never be named cause it would make me seen as an animal rather than a human, things that even the strongest of people and the bravest of souls would gag, feeling a burning sensation in their throats at the pure terror it takes to take in the horrific acts that took place because of this game. 10/10 would recommend"
Brian W,1,2025-10-30 02:58:53,"my account that was 7 years old is permanently locked because I didn't set up a supercell ID. I can't get in touch with a human at customer support, and I have been given the run around by a chat bot for over 24 hours. I wish I could steal from these people like they have stolen from me."
A#N#I#M#E KING,1,2025-10-29 12:58:43,i hate this game it always faces you to a pay to win whenever I am about to reach next arena all of my cards are level 12 and I am facing of against lvl 14-15 guys .this game just sucks i hate this game nd i will not recommend you to play this game if you dont want to lose braincells. ima about to go to every other games made by supercell and say this same thing and give the same rating .i would have given this a 0 star game if it was possible.😡😡😡 dont test my patience literally hate this👎
Shahnoor Omer,2,2025-10-19 21:46:34,the game has a huge pay to win problem. For people playing this game without using money will be incredibly hard. Especially if you are a more casual player
Mohammad Aslani,5,2025-11-04 01:25:26,I love this game but after the lasted updated there's a problem for me that when I start the merge tactic mode the game crash while the war is going on and after I open the game again it still running the war but in a second it crash again until it's over
